lattice_type,a1x,a1y,a2x,a2y,hole_radius_a,eps_bg,polarization,band_index,k_index,k_label,s_value,frequency,extremum_type,curvature_a,linear_b,quad_residual,gap_below,gap_above,kx_frac,ky_frac,mode,plot_file
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.26500000,16.00000000,TM,0,38,b2/2,1.20710678,0.13104603,max,-1.19995902,-0.05781006,8.68910561e-07,0.00000000,0.02120726,,,path,bands_r0.265_eps16.00.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.26500000,16.00000000,TM,1,19,b1/2,0.50000000,0.15225324,min,1.32911837,-0.04662921,6.11063908e-07,0.02120719,0.12914143,,,path,bands_r0.265_eps16.00.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.26500000,16.00000000,TM,1,38,b2/2,1.20710678,0.15225328,min,1.32911688,0.04662916,6.11061669e-07,0.02120726,0.12914131,,,path,bands_r0.265_eps16.00.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.26500000,16.00000000,TM,4,0,Γ,0.00000000,0.29977139,min,0.85930071,0.00845128,1.40590112e-09,0.02220358,0.06761774,,,path,bands_r0.265_eps16.00.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.26500000,16.00000000,TM,4,19,b1/2,0.50000000,0.33655896,max,-0.16160413,0.00433816,5.96747539e-09,0.05091395,0.02256491,,,path,bands_r0.265_eps16.00.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.26500000,16.00000000,TM,4,38,b2/2,1.20710678,0.33655922,max,-0.16161063,-0.00433834,5.96802410e-09,0.05091420,0.02256424,,,path,bands_r0.265_eps16.00.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.26500000,16.00000000,TM,4,57,Γ,1.70710678,0.29977139,min,0.85930192,-0.00845135,1.40592522e-09,0.02220358,0.06761775,,,path,bands_r0.265_eps16.00.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.26500000,16.00000000,TM,5,19,b1/2,0.50000000,0.35912386,min,0.24711207,-0.00951540,3.02739822e-08,0.02256491,0.04760465,,,path,bands_r0.265_eps16.00.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.26500000,16.00000000,TM,5,38,b2/2,1.20710678,0.35912347,min,0.24712176,0.00951560,3.02752474e-08,0.02256424,0.04760496,,,path,bands_r0.265_eps16.00.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.26500000,16.00000000,TM,7,0,Γ,0.00000000,0.43159834,max,-0.07489173,-0.00366303,2.90488998e-10,0.04908999,0.00000000,,,path,bands_r0.265_eps16.00.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.26500000,16.00000000,TM,7,57,Γ,1.70710678,0.43159834,max,-0.07488507,0.00366292,2.90478286e-10,0.04908998,0.00000000,,,path,bands_r0.265_eps16.00.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,5.50000000,TM,1,19,b1/2,0.50000000,0.28921363,min,2.07734861,-0.07212128,1.31662763e-06,0.05289108,0.22366570,,,path,bands_r0.357_eps5.50.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,5.50000000,TM,1,38,b2/2,1.20710678,0.28921371,min,2.07734662,0.07212120,1.31662412e-06,0.05289119,0.22366558,,,path,bands_r0.357_eps5.50.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,5.50000000,TM,4,19,b1/2,0.50000000,0.65669324,max,-0.61821384,0.02060019,1.07025877e-07,0.14036888,0.03475470,,,path,bands_r0.357_eps5.50.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,5.50000000,TM,4,38,b2/2,1.20710678,0.65669298,max,-0.61821139,-0.02060000,1.07024129e-07,0.14036868,0.03475503,,,path,bands_r0.357_eps5.50.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,5.50000000,TM,5,19,b1/2,0.50000000,0.69144794,max,-0.15159500,-0.05119325,4.53626469e-07,0.03475470,0.05590577,,,path,bands_r0.357_eps5.50.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,5.50000000,TM,5,38,b2/2,1.20710678,0.69144801,max,-0.15159087,0.05119322,4.53628827e-07,0.03475503,0.05590617,,,path,bands_r0.357_eps5.50.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,5.50000000,TM,7,0,Γ,0.00000000,0.83609687,max,-0.71436115,-0.02038533,8.12621927e-09,0.09004406,0.00000000,,,path,bands_r0.357_eps5.50.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,5.50000000,TM,7,57,Γ,1.70710678,0.83609688,max,-0.71436781,0.02038538,8.12424466e-09,0.09004407,0.00000000,,,path,bands_r0.357_eps5.50.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,9.00000000,TM,0,19,b1/2,0.50000000,0.18612671,max,-1.38801688,0.06999663,1.17379237e-06,0.00000000,0.04616113,,,path,bands_r0.357_eps9.00.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,9.00000000,TM,0,38,b2/2,1.20710678,0.18612668,max,-1.38801524,-0.06999657,1.17378968e-06,0.00000000,0.04616123,,,path,bands_r0.357_eps9.00.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,9.00000000,TM,1,19,b1/2,0.50000000,0.23228784,min,1.52650324,-0.05300476,6.96495466e-07,0.04616113,0.17160347,,,path,bands_r0.357_eps9.00.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,9.00000000,TM,1,38,b2/2,1.20710678,0.23228792,min,1.52650161,0.05300470,6.96493680e-07,0.04616123,0.17160336,,,path,bands_r0.357_eps9.00.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,9.00000000,TM,4,19,b1/2,0.50000000,0.52074435,max,-0.52834256,0.02049519,9.29796373e-08,0.11378772,0.02955883,,,path,bands_r0.357_eps9.00.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,9.00000000,TM,4,38,b2/2,1.20710678,0.52074412,max,-0.52833955,-0.02049498,9.29780400e-08,0.11378754,0.02955913,,,path,bands_r0.357_eps9.00.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,9.00000000,TM,5,19,b1/2,0.50000000,0.55030318,max,-0.23732735,-0.03223192,1.37171802e-07,0.02955883,0.04127868,,,path,bands_r0.357_eps9.00.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,9.00000000,TM,5,38,b2/2,1.20710678,0.55030325,max,-0.23732465,0.03223185,1.37172515e-07,0.02955913,0.04127901,,,path,bands_r0.357_eps9.00.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,9.00000000,TM,7,0,Γ,0.00000000,0.66277120,max,-0.23799644,-0.00363198,2.85620891e-10,0.06395640,0.00000000,,,path,bands_r0.357_eps9.00.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,9.00000000,TM,7,57,Γ,1.70710678,0.66277123,max,-0.23799318,0.00363305,2.85534450e-10,0.06395643,0.00000000,,,path,bands_r0.357_eps9.00.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,12.50000000,TM,0,19,b1/2,0.50000000,0.15845157,max,-1.14955040,0.05830892,8.11913315e-07,0.00000000,0.04098352,,,path,bands_r0.357_eps12.50.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,12.50000000,TM,0,38,b2/2,1.20710678,0.15845154,max,-1.14954895,-0.05830886,8.11912009e-07,0.00000000,0.04098361,,,path,bands_r0.357_eps12.50.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,12.50000000,TM,1,19,b1/2,0.50000000,0.19943509,min,1.25881540,-0.04373454,4.71081526e-07,0.04098352,0.14434232,,,path,bands_r0.357_eps12.50.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,12.50000000,TM,1,38,b2/2,1.20710678,0.19943515,min,1.25881400,0.04373449,4.71080038e-07,0.04098361,0.14434221,,,path,bands_r0.357_eps12.50.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,12.50000000,TM,4,19,b1/2,0.50000000,0.44431263,max,-0.48101115,0.01883159,7.63752570e-08,0.09782214,0.02511979,,,path,bands_r0.357_eps12.50.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,12.50000000,TM,4,38,b2/2,1.20710678,0.44431243,max,-0.48100791,-0.01883139,7.63741051e-08,0.09782197,0.02512006,,,path,bands_r0.357_eps12.50.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,12.50000000,TM,5,19,b1/2,0.50000000,0.46943242,max,-0.17164588,-0.02560084,8.75137486e-08,0.02511979,0.03527902,,,path,bands_r0.357_eps12.50.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,12.50000000,TM,5,38,b2/2,1.20710678,0.46943249,max,-0.17164435,0.02560077,8.75138328e-08,0.02512006,0.03527930,,,path,bands_r0.357_eps12.50.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,12.50000000,TM,6,19,b1/2,0.50000000,0.50471144,min,0.35811356,0.02181415,5.23619451e-08,0.03527902,0.02070101,,,path,bands_r0.357_eps12.50.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,12.50000000,TM,6,38,b2/2,1.20710678,0.50471179,min,0.35810493,-0.02181467,5.23653291e-08,0.03527930,0.02070055,,,path,bands_r0.357_eps12.50.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,12.50000000,TM,7,0,Γ,0.00000000,0.56529249,max,-0.16673191,-0.00169024,6.17852271e-11,0.05161955,0.00000000,,,path,bands_r0.357_eps12.50.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,12.50000000,TM,7,19,b1/2,0.50000000,0.52541245,min,0.55347181,-0.02073841,9.33987016e-08,0.02070101,0.00000000,,,path,bands_r0.357_eps12.50.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,12.50000000,TM,7,38,b2/2,1.20710678,0.52541233,min,0.55347461,0.02073880,9.34003908e-08,0.02070055,0.00000000,,,path,bands_r0.357_eps12.50.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,12.50000000,TM,7,57,Γ,1.70710678,0.56529250,max,-0.16673352,0.00169074,6.17681066e-11,0.05161957,0.00000000,,,path,bands_r0.357_eps12.50.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,16.00000000,TM,0,19,b1/2,0.50000000,0.14031031,max,-1.00221238,0.05100166,6.20315496e-07,0.00000000,0.03712854,,,path,bands_r0.357_eps16.00.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.35750000,16.00000000,TM,0,38,b2/2,1.20710678,0.14031029,max,-1.00221110,-0.05100161,6.20314224e-07,0.00000000,0.03712863,,,path,bands_r0.357_eps16.00.png
