candidate_id,lattice_type,a,r_over_a,eps_bg,band_index,k_label,k0_x,k0_y,omega0,curvature_xx,curvature_xy,curvature_yy,curvature_trace,curvature_det,vg_x,vg_y,vg_norm,k_parab,gap_above,gap_below,gap_min,S_flat,S_gap,S_parab,S_vg,S_total,valid_ea_flag,candidate_source,optimization_k_label,optimization_strategy,optimization_lattice
1809,hex,1.0,0.35,2.0,1,K,0.3333333333333333,0.3333333333333333,0.6368749362113878,41.221254540817746,0.0,41.221254540817746,82.44250908163549,1699.1918259188876,-0.44580199569570894,0.0,0.44580199569570894,0.02202695148654916,0.19643528567997526,0.32231968403717653,0.19643528567997526,1.0,0.6626582433645983,1.0,0.05920794554946528,2.9051754467226996,False,grid,,,
2049,hex,1.0,0.385049482230582,2.0361782482779107,1,K,0.3333333333333333,0.3333333333333333,0.6549044055643901,42.458292583685726,0.0,42.458292583685726,84.91658516737145,1802.7066091218624,-0.45946265919758883,0.0,0.45946265919758883,0.0217036978683666,0.19490849549470113,0.33159442629178365,0.19490849549470113,1.0,0.6609117691497742,1.0,0.05838978194952649,2.9037829808003717,False,optimizer,K,differential_evolution,hex
1553,hex,1.0,0.3,2.0,1,K,0.3333333333333333,0.3333333333333333,0.6106447062958713,39.60576131511165,0.0,39.60576131511165,79.2115226302233,1568.6163293495945,-0.4280926916211177,0.0,0.4280926916211177,0.02247169413005794,0.17988913433910603,0.3082322183245626,0.17988913433910603,1.0,0.6427156765619821,1.0,0.060331280159537114,2.8735765946036675,False,grid,,,
1297,hex,1.0,0.25,2.0,1,K,0.3333333333333333,0.3333333333333333,0.5888203642042449,38.55134347491255,0.0,38.55134347491255,77.1026869498251,1486.2060837206825,-0.4165922212323144,0.0,0.4165922212323144,0.022776932730351605,0.17070509797342015,0.2960490450431737,0.17070509797342015,1.0,0.6305943229417175,1.0,0.06110070321016165,2.854240429597334,False,grid,,,
1041,hex,1.0,0.2,2.0,1,K,0.3333333333333333,0.3333333333333333,0.5717641401920887,37.88989672624102,0.0,37.88989672624102,75.77979345248204,1435.64427392521,-0.4093841848534692,0.0,0.4093841848534692,0.022974881870277894,0.16730361250642856,0.2865464206174324,0.16730361250642856,1.0,0.6258935707515175,1.0,0.06159900568925885,2.846441847593388,False,grid,,,
1841,hex,1.0,0.35,3.0,1,K,0.3333333333333333,0.3333333333333333,0.5707607198280759,34.53429060358354,0.0,34.53429060358354,69.06858120716709,1192.6172274927585,-0.37414764669041445,0.0,0.37414764669041445,0.02406521401186194,0.1559686826868868,0.2954636301204401,0.1559686826868868,1.0,0.6093272077259357,1.0,0.06433427410627605,2.8174894004294897,False,grid,,,
1585,hex,1.0,0.3,3.0,1,K,0.3333333333333333,0.3333333333333333,0.5323136963582475,32.46354320853516,0.0,32.46354320853516,64.92708641707031,1053.8816376524292,-0.35115351978597575,0.0,0.35115351978597575,0.024820872198895373,0.13932157444915028,0.2728124090554725,0.13932157444915028,1.0,0.5821521723222348,1.0,0.06622062440995655,2.7738973218684175,False,grid,,,
1329,hex,1.0,0.25,3.0,1,K,0.3333333333333333,0.3333333333333333,0.5016231559490689,31.434722355222572,0.0,31.434722355222572,62.869444710445144,988.1417695499297,-0.33984505129933645,0.0,0.33984505129933645,0.025223780786735542,0.1323545854023973,0.2542208630816367,0.1323545854023973,1.0,0.5696232986888656,1.0,0.06722330001005955,2.7535999980182093,False,grid,,,
1073,hex,1.0,0.2,3.0,1,K,0.3333333333333333,0.3333333333333333,0.4788284134149521,30.96454421128639,0.0,30.96454421128639,61.92908842257278,958.8029982127096,-0.33465570411201656,0.0,0.33465570411201656,0.025414563322423516,0.13112061765476501,0.2407133813055315,0.13112061765476501,1.0,0.5673254899769505,1.0,0.06769732931377066,2.74944224099477,False,grid,,,
1873,hex,1.0,0.35,4.0,1,K,0.3333333333333333,0.3333333333333333,0.5266873975843633,29.71253009917679,0.0,29.71253009917679,59.42506019835358,882.8344448944866,-0.32218065510239285,0.0,0.32218065510239285,0.02594449253629068,0.12707699850247212,0.2784616520580686,0.12707699850247212,1.0,0.5596207424817122,1.0,0.06901149784442237,2.735913866955935,False,grid,,,
1617,hex,1.0,0.3,4.0,1,K,0.3333333333333333,0.3333333333333333,0.4809551663769725,27.626428916443544,0.0,27.626428916443544,55.25285783288709,763.219574675308,-0.2989195632393968,0.0,0.2989195632393968,0.026906215900356075,0.1139024012275544,0.2496905163096513,0.1139024012275544,1.0,0.5324970667644929,1.0,0.07138703148230742,2.6916650529232786,False,grid,,,
1792,hex,1.0,0.35,2.0,0,Γ,0.0,0.0,0.0,66.6333457746487,0.0,66.6333457746487,133.2666915492974,4440.002769123894,0.1895650294290394,-0.37913005885807854,0.42388029196008,0.01732483820979527,0.8882673788710775,0.1,0.1,1.0,0.5,1.0,0.047164897136360545,2.679252654295459,False,grid,,,
1816,hex,1.0,0.35,2.0,0,Γ,0.0,0.0,0.0,66.6333457746487,0.0,66.6333457746487,133.2666915492974,4440.002769123894,0.1895650294290394,-0.37913005885807854,0.42388029196008,0.01732483820979527,0.8882673788710775,0.1,0.1,1.0,0.5,1.0,0.047164897136360545,2.679252654295459,False,grid,,,
1536,hex,1.0,0.3,2.0,0,Γ,0.0,0.0,0.0,64.02214664737176,0.0,64.02214664737176,128.0442932947435,4098.835261337575,0.18213064354439515,-0.36426128708879,0.40725649975105055,0.017674611720788422,0.8502361030048275,0.1,0.1,1.0,0.5,1.0,0.048071341227689926,2.677892988158465,False,grid,,,
1560,hex,1.0,0.3,2.0,0,Γ,0.0,0.0,0.0,64.02214664737176,0.0,64.02214664737176,128.0442932947435,4098.835261337575,0.18213064354439515,-0.36426128708879,0.40725649975105055,0.017674611720788422,0.8502361030048275,0.1,0.1,1.0,0.5,1.0,0.048071341227689926,2.677892988158465,False,grid,,,
1105,hex,1.0,0.2,4.0,1,K,0.3333333333333333,0.3333333333333333,0.42110983689238696,26.682269647084258,0.0,26.682269647084258,53.364539294168516,711.9435135197139,-0.28844108086581305,0.0,0.28844108086581305,0.027378119416651678,0.11028409362717101,0.21221051354722628,0.11028409362717101,1.0,0.5244528567277287,1.0,0.07254824275178585,2.6778569209639143,False,grid,,,
1304,hex,1.0,0.25,2.0,0,Γ,0.0,0.0,0.0,61.910310033068335,0.0,61.910310033068335,123.82062006613667,3832.8864883906417,0.17612318025780535,-0.3522463605156104,0.39382340346990147,0.017973535276935935,0.8298874613693493,0.1,0.1,1.0,0.5,1.0,0.04884464113270836,2.6767330383009376,False,grid,,,
1280,hex,1.0,0.25,2.0,0,Γ,0.0,0.0,0.0,61.910310033068335,0.0,61.910310033068335,123.82062006613667,3832.8864883906417,0.17612318025780535,-0.3522463605156104,0.39382340346990147,0.017973535276935935,0.8298874613693493,0.1,0.1,1.0,0.5,1.0,0.04884464113270836,2.6767330383009376,False,grid,,,
1361,hex,1.0,0.25,4.0,1,K,0.3333333333333333,0.3333333333333333,0.4460600167666278,26.881729091421995,0.0,26.881729091421995,53.76345818284399,722.6273589446037,-0.29071311257272664,0.0,0.29071311257272664,0.027276358999738383,0.10978017610750618,0.22750969046566233,0.10978017610750618,1.0,0.5233105346009771,1.0,0.07229808693037482,2.6765186715059035,False,grid,,,
1024,hex,1.0,0.2,2.0,0,Γ,0.0,0.0,0.0,60.24223667179108,0.0,60.24223667179108,120.48447334358217,3629.1270792200903,0.1713868288633691,-0.3427736577267379,0.38323259978661606,0.01822067466924962,0.8206217831516502,0.1,0.1,1.0,0.5,1.0,0.0494830299401742,2.6757754550897386,False,grid,,,
1048,hex,1.0,0.2,2.0,0,Γ,0.0,0.0,0.0,60.24223667179108,0.0,60.24223667179108,120.48447334358217,3629.1270792200903,0.1713868288633691,-0.3427736577267379,0.38323259978661606,0.01822067466924962,0.8206217831516502,0.1,0.1,1.0,0.5,1.0,0.0494830299401742,2.6757754550897386,False,grid,,,
1848,hex,1.0,0.35,3.0,0,Γ,0.0,0.0,0.0,58.748842529274526,0.0,58.748842529274526,117.49768505854905,3451.4264985294953,0.167111327864752,-0.33422265572950377,0.37367228891584003,0.018450805916942804,0.7553245244969253,0.1,0.1,1.0,0.5,1.0,0.0500767147761431,2.6748849278357856,False,grid,,,
1824,hex,1.0,0.35,3.0,0,Γ,0.0,0.0,0.0,58.748842529274526,0.0,58.748842529274526,117.49768505854905,3451.4264985294953,0.167111327864752,-0.33422265572950377,0.37367228891584003,0.018450805916942804,0.7553245244969253,0.1,0.1,1.0,0.5,1.0,0.0500767147761431,2.6748849278357856,False,grid,,,
